"","X","State","Row.ID","Order.ID","Order_Date","Ship.Date","Ship_Mode","Customer.ID","Customer_Name","Segment","City","Region","Product_ID","Category","Sub_Category","Sales","Quantity","Discount","Profit","Latitude","Longitude","code"
"1635",1635,"California",1429,"US-2015-164448",2015-10-31,"11/4/2015","Second Class","DK-12835","Damala Kotsonis","Corporate","Salinas","West","OFF-BI-10003708","Office Supplies","Binders",29.8,5,0.2,9.3125,37.2718745,-119.2704153,6
"1636",1636,"California",1430,"US-2015-164448",2015-10-31,"11/4/2015","Second Class","DK-12835","Damala Kotsonis","Corporate","Salinas","West","OFF-LA-10003510","Office Supplies","Labels",427.42,14,0,196.6132,37.2718745,-119.2704153,6
"1637",1637,"California",5075,"CA-2017-151071",2017-04-25,"4/29/2017","Second Class","MB-18085","Mick Brown","Consumer","Los Angeles","West","OFF-BI-10002103","Office Supplies","Binders",13.904,2,0.2,4.5188,37.2718745,-119.2704153,6
"1638",1638,"California",3618,"CA-2017-141929",2017-09-04,"9/8/2017","Standard Class","RA-19285","Ralph Arnett","Consumer","Los Angeles","West","OFF-BI-10004632","Office Supplies","Binders",487.984,2,0.2,152.495,37.2718745,-119.2704153,6
"1639",1639,"California",9450,"CA-2014-140032",2014-09-08,"9/13/2014","Standard Class","TS-21340","Toby Swindell","Consumer","San Francisco","West","OFF-BI-10000822","Office Supplies","Binders",8.608,2,0.2,3.0128,37.2718745,-119.2704153,6
"1640",1640,"California",3984,"CA-2016-135265",2016-07-07,"7/9/2016","Second Class","CC-12370","Christopher Conant","Consumer","Los Angeles","West","TEC-CO-10003763","Technology","Copiers",2799.96,5,0.2,944.9865,37.2718745,-119.2704153,6
"1641",1641,"California",6293,"CA-2015-151253",2015-04-22,"4/26/2015","Standard Class","AZ-10750","Annie Zypern","Consumer","Los Angeles","West","TEC-PH-10002923","Technology","Phones",88.776,3,0.2,7.7679,37.2718745,-119.2704153,6
"1642",1642,"California",9452,"CA-2015-129546",2015-09-28,"10/5/2015","Standard Class","RP-19855","Roy Phan","Corporate","Los Angeles","West","OFF-AP-10002495","Office Supplies","Appliances",186.15,3,0,55.845,37.2718745,-119.2704153,6
"1643",1643,"California",9454,"CA-2015-129546",2015-09-28,"10/5/2015","Standard Class","RP-19855","Roy Phan","Corporate","Los Angeles","West","OFF-SU-10004884","Office Supplies","Supplies",47.19,3,0,13.6851,37.2718745,-119.2704153,6
"1644",1644,"California",2409,"CA-2017-144589",2017-01-20,"1/25/2017","Standard Class","TM-21010","Tamara Manning","Consumer","San Francisco","West","TEC-PH-10003072","Technology","Phones",359.976,3,0.2,130.4913,37.2718745,-119.2704153,6
"1645",1645,"California",4719,"CA-2015-109736",2015-10-10,"10/11/2015","First Class","DJ-13420","Denny Joy","Corporate","San Francisco","West","OFF-PA-10004101","Office Supplies","Paper",45.36,7,0,21.7728,37.2718745,-119.2704153,6
"1646",1646,"California",4720,"CA-2015-142601",2015-04-18,"4/20/2015","Second Class","DE-13255","Deanra Eno","Home Office","Los Angeles","West","OFF-ST-10002756","Office Supplies","Storage",947.17,7,0,9.4717,37.2718745,-119.2704153,6
"1647",1647,"California",4721,"CA-2015-142601",2015-04-18,"4/20/2015","Second Class","DE-13255","Deanra Eno","Home Office","Los Angeles","West","OFF-PA-10000483","Office Supplies","Paper",61.96,2,0,27.882,37.2718745,-119.2704153,6
"1648",1648,"California",9459,"CA-2014-138240",2014-10-09,"10/14/2014","Standard Class","SJ-20500","Shirley Jackson","Consumer","San Francisco","West","OFF-AR-10002135","Office Supplies","Art",144.6,3,0,41.934,37.2718745,-119.2704153,6
"1649",1649,"California",2536,"CA-2015-143238",2015-09-06,"9/8/2015","First Class","LO-17170","Lori Olson","Corporate","La Quinta","West","TEC-AC-10003499","Technology","Accessories",46.32,4,0,18.0648,37.2718745,-119.2704153,6
"1650",1650,"California",8367,"CA-2014-109918",2014-09-07,"9/12/2014","Second Class","LR-17035","Lisa Ryan","Corporate","Santa Clara","West","OFF-SU-10004290","Office Supplies","Supplies",27.36,4,0,7.3872,37.2718745,-119.2704153,6
"1651",1651,"California",9462,"CA-2014-100867",2014-10-19,"10/24/2014","Standard Class","EH-14125","Eugene Hildebrand","Home Office","Lakewood","West","TEC-PH-10004922","Technology","Phones",321.552,6,0.2,20.097,37.2718745,-119.2704153,6
"1652",1652,"California",3752,"CA-2017-161956",2017-08-27,"8/29/2017","Second Class","DR-12880","Dan Reichenbach","Corporate","Inglewood","West","FUR-CH-10004886","Furniture","Chairs",230.28,3,0.2,23.028,37.2718745,-119.2704153,6
"1653",1653,"California",5941,"CA-2017-112431",2017-10-12,"10/14/2017","Second Class","RW-19690","Robert Waldorf","Consumer","Los Angeles","West","TEC-AC-10001465","Technology","Accessories",435.84,12,0,130.752,37.2718745,-119.2704153,6
"1654",1654,"California",1569,"US-2017-152002",2017-06-11,"6/11/2017","Same Day","DV-13465","Dianna Vittorini","Consumer","Los Angeles","West","OFF-PA-10000357","Office Supplies","Paper",122.97,3,0,60.2553,37.2718745,-119.2704153,6
"1655",1655,"California",8130,"CA-2014-127866",2014-07-20,"7/23/2014","First Class","JD-15895","Jonathan Doherty","Corporate","Riverside","West","TEC-AC-10000023","Technology","Accessories",41.94,2,0,15.0984,37.2718745,-119.2704153,6
"1656",1656,"California",5823,"CA-2017-117632",2017-05-12,"5/18/2017","Standard Class","CS-12175","Charles Sheldon","Corporate","San Francisco","West","FUR-TA-10001520","Furniture","Tables",285.48,5,0.2,-10.7055,37.2718745,-119.2704153,6
"1657",1657,"California",4731,"US-2015-103996",2015-03-29,"3/31/2015","Second Class","RB-19435","Richard Bierner","Consumer","San Diego","West","OFF-PA-10001736","Office Supplies","Paper",212.64,6,0,99.9408,37.2718745,-119.2704153,6
"1658",1658,"California",3273,"CA-2015-146038",2015-02-09,"2/16/2015","Standard Class","SJ-20215","Sarah Jordon","Consumer","Los Angeles","West","FUR-CH-10002774","Furniture","Chairs",203.92,5,0.2,22.941,37.2718745,-119.2704153,6
"1659",1659,"California",5218,"CA-2017-134635",2017-04-15,"4/17/2017","Second Class","NS-18640","Noel Staavos","Corporate","Los Angeles","West","OFF-PA-10002254","Office Supplies","Paper",79.14,3,0,36.4044,37.2718745,-119.2704153,6
"1660",1660,"California",5462,"CA-2017-101574",2017-09-28,"10/4/2017","Standard Class","BD-11725","Bruce Degenhardt","Consumer","Los Angeles","West","FUR-FU-10001706","Furniture","Furnishings",9.24,3,0,4.4352,37.2718745,-119.2704153,6
"1661",1661,"California",2669,"US-2015-139759",2015-08-25,"8/30/2015","Standard Class","NL-18310","Nancy Lomonaco","Home Office","Los Angeles","West","FUR-CH-10002774","Furniture","Chairs",40.784,1,0.2,4.5882,37.2718745,-119.2704153,6
"1662",1662,"California",2062,"CA-2014-106439",2014-10-31,"11/4/2014","Standard Class","GG-14650","Greg Guthrie","Corporate","Los Angeles","West","OFF-BI-10002571","Office Supplies","Binders",15.968,2,0.2,5.3892,37.2718745,-119.2704153,6
"1663",1663,"California",9838,"US-2016-125402",2016-09-25,"10/1/2016","Standard Class","DL-12865","Dan Lawera","Consumer","Long Beach","West","OFF-LA-10003923","Office Supplies","Labels",29.6,2,0,14.8,37.2718745,-119.2704153,6
"1664",1664,"California",2186,"CA-2017-124576",2017-08-01,"8/4/2017","Second Class","HK-14890","Heather Kirkland","Corporate","Salinas","West","OFF-BI-10002735","Office Supplies","Binders",54.896,2,0.2,18.5274,37.2718745,-119.2704153,6
"1665",1665,"California",366,"CA-2014-123344",2014-09-24,"9/29/2014","Standard Class","JD-16060","Julia Dunbar","Consumer","San Francisco","West","OFF-ST-10001713","Office Supplies","Storage",211.96,4,0,8.4784,37.2718745,-119.2704153,6
"1666",1666,"California",3647,"CA-2014-146528",2014-07-25,"7/27/2014","Second Class","VF-21715","Vicky Freymann","Home Office","Los Angeles","West","OFF-PA-10002195","Office Supplies","Paper",6.48,1,0,3.1752,37.2718745,-119.2704153,6
"1667",1667,"California",6927,"CA-2016-140046",2016-07-28,"8/3/2016","Standard Class","KM-16660","Khloe Miller","Consumer","Los Angeles","West","OFF-LA-10000305","Office Supplies","Labels",18.9,3,0,8.694,37.2718745,-119.2704153,6
"1668",1668,"California",9115,"CA-2016-135461",2016-02-07,"2/10/2016","Second Class","EB-13975","Erica Bern","Corporate","Los Angeles","West","TEC-PH-10004094","Technology","Phones",623.96,5,0.2,38.9975,37.2718745,-119.2704153,6
"1669",1669,"California",6928,"CA-2016-140382",2016-06-23,"6/25/2016","Second Class","RD-19900","Ruben Dartt","Consumer","San Francisco","West","OFF-ST-10003638","Office Supplies","Storage",93.68,4,0,25.2936,37.2718745,-119.2704153,6
"1670",1670,"California",4378,"CA-2014-166954",2014-04-25,"4/30/2014","Standard Class","BT-11305","Beth Thompson","Home Office","San Gabriel","West","FUR-CH-10003973","Furniture","Chairs",1487.04,5,0.2,148.704,37.2718745,-119.2704153,6
"1671",1671,"California",5959,"CA-2016-127138",2016-03-12,"3/15/2016","Second Class","DK-13225","Dean Katz","Corporate","San Francisco","West","OFF-EN-10004459","Office Supplies","Envelopes",30.56,4,0,14.9744,37.2718745,-119.2704153,6
"1672",1672,"California",5960,"CA-2016-127138",2016-03-12,"3/15/2016","Second Class","DK-13225","Dean Katz","Corporate","San Francisco","West","FUR-CH-10003746","Furniture","Chairs",770.352,3,0.2,77.0352,37.2718745,-119.2704153,6
"1673",1673,"California",9484,"CA-2014-122679",2014-07-22,"7/28/2014","Standard Class","AB-10255","Alejandro Ballentine","Home Office","Los Angeles","West","OFF-AR-10004757","Office Supplies","Art",19.68,6,0,6.4944,37.2718745,-119.2704153,6
"1674",1674,"California",3289,"CA-2015-157770",2015-12-13,"12/15/2015","First Class","RD-19585","Rob Dowd","Consumer","Temecula","West","OFF-BI-10000050","Office Supplies","Binders",29.2,5,0.2,9.855,37.2718745,-119.2704153,6
"1675",1675,"California",9849,"CA-2017-169327",2017-09-02,"9/4/2017","Second Class","MH-17290","Marc Harrigan","Home Office","Los Angeles","West","OFF-BI-10004330","Office Supplies","Binders",147.92,5,0.2,46.225,37.2718745,-119.2704153,6
"1676",1676,"California",9848,"CA-2017-169327",2017-09-02,"9/4/2017","Second Class","MH-17290","Marc Harrigan","Home Office","Los Angeles","West","FUR-FU-10004188","Furniture","Furnishings",511.5,5,0,132.99,37.2718745,-119.2704153,6
"1677",1677,"California",9850,"CA-2014-142979",2014-04-12,"4/18/2014","Standard Class","EH-13765","Edward Hooks","Corporate","Lodi","West","OFF-AR-10002987","Office Supplies","Art",39.68,2,0,16.2688,37.2718745,-119.2704153,6
"1678",1678,"California",5966,"CA-2017-119011",2017-08-20,"8/25/2017","Standard Class","LR-17035","Lisa Ryan","Corporate","San Francisco","West","OFF-ST-10000777","Office Supplies","Storage",226.56,6,0,63.4368,37.2718745,-119.2704153,6
"1679",1679,"California",1473,"CA-2017-164959",2017-07-11,"7/15/2017","Standard Class","KN-16390","Katherine Nockton","Corporate","Los Angeles","West","OFF-LA-10004272","Office Supplies","Labels",8.67,3,0,4.0749,37.2718745,-119.2704153,6
"1680",1680,"California",9247,"CA-2017-130106",2017-05-22,"5/26/2017","Standard Class","VF-21715","Vicky Freymann","Home Office","San Francisco","West","OFF-AR-10003651","Office Supplies","Art",9.84,3,0,2.8536,37.2718745,-119.2704153,6
"1681",1681,"California",5848,"CA-2015-126725",2015-11-17,"11/21/2015","Standard Class","BS-11665","Brian Stugart","Consumer","San Diego","West","FUR-FU-10001591","Furniture","Furnishings",36.6,3,0,15.372,37.2718745,-119.2704153,6
"1682",1682,"California",2933,"CA-2015-168564",2015-08-08,"8/8/2015","Same Day","TT-21220","Thomas Thornton","Consumer","San Francisco","West","FUR-CH-10000785","Furniture","Chairs",144.784,1,0.2,10.8588,37.2718745,-119.2704153,6
"1683",1683,"California",9492,"CA-2017-111738",2017-01-03,"1/7/2017","Standard Class","CM-12385","Christopher Martinez","Consumer","San Francisco","West","OFF-AR-10000817","Office Supplies","Art",9.12,3,0,3.1008,37.2718745,-119.2704153,6
"1684",1684,"California",7309,"CA-2016-144092",2016-11-05,"11/7/2016","Second Class","LH-17155","Logan Haushalter","Consumer","San Jose","West","OFF-EN-10001434","Office Supplies","Envelopes",158.13,3,0,77.4837,37.2718745,-119.2704153,6
"1685",1685,"California",3787,"CA-2016-144218",2016-10-31,"11/4/2016","Standard Class","JD-15895","Jonathan Doherty","Corporate","Los Angeles","West","OFF-ST-10002615","Office Supplies","Storage",1085.42,7,0,282.2092,37.2718745,-119.2704153,6
"1686",1686,"California",7067,"CA-2016-147473",2016-05-30,"6/3/2016","Standard Class","NL-18310","Nancy Lomonaco","Home Office","Los Angeles","West","OFF-PA-10004782","Office Supplies","Paper",38.88,6,0,18.6624,37.2718745,-119.2704153,6
"1687",1687,"California",3059,"CA-2017-131492",2017-10-19,"10/24/2017","Second Class","HH-15010","Hilary Holden","Corporate","San Francisco","West","FUR-FU-10003878","Furniture","Furnishings",30.56,2,0,10.3904,37.2718745,-119.2704153,6
"1688",1688,"California",9740,"CA-2017-129294",2017-03-16,"3/21/2017","Standard Class","KD-16615","Ken Dana","Corporate","Los Angeles","West","OFF-BI-10001757","Office Supplies","Binders",19.68,5,0.2,6.888,37.2718745,-119.2704153,6
"1689",1689,"California",2332,"CA-2016-155187",2016-09-24,"9/26/2016","Second Class","LA-16780","Laura Armstrong","Corporate","Los Angeles","West","OFF-PA-10000380","Office Supplies","Paper",41.7,5,0,20.85,37.2718745,-119.2704153,6
"1690",1690,"California",1848,"CA-2017-128370",2017-09-10,"9/10/2017","Same Day","FH-14275","Frank Hawley","Corporate","Los Angeles","West","FUR-CH-10002602","Furniture","Chairs",362.352,3,0.2,27.1764,37.2718745,-119.2704153,6
"1691",1691,"California",6705,"CA-2015-139164",2015-06-23,"6/28/2015","Standard Class","CS-12355","Christine Sundaresam","Consumer","Long Beach","West","OFF-FA-10003059","Office Supplies","Fasteners",5.43,3,0,1.7919,37.2718745,-119.2704153,6
"1692",1692,"California",5859,"US-2017-153255",2017-09-03,"9/7/2017","Second Class","JK-15730","Joe Kamberova","Consumer","Concord","West","FUR-BO-10004218","Furniture","Bookcases",239.666,2,0.15,14.098,37.2718745,-119.2704153,6
"1693",1693,"California",1487,"CA-2015-140410",2015-11-03,"11/7/2015","Standard Class","CM-12655","Corinna Mitchell","Home Office","Los Angeles","West","TEC-PH-10003580","Technology","Phones",1212.848,7,0.2,106.1242,37.2718745,-119.2704153,6
"1694",1694,"California",5132,"CA-2017-146626",2017-12-29,"1/5/2018","Standard Class","BP-11185","Ben Peterman","Corporate","Anaheim","West","FUR-FU-10002501","Furniture","Furnishings",101.12,8,0,37.4144,37.2718745,-119.2704153,6
"1695",1695,"California",2946,"CA-2016-166443",2016-11-04,"11/5/2016","First Class","LH-17020","Lisa Hazard","Consumer","San Francisco","West","FUR-FU-10004020","Furniture","Furnishings",38.29,7,0,16.4647,37.2718745,-119.2704153,6
"1696",1696,"California",4770,"US-2016-114888",2016-09-19,"9/24/2016","Second Class","CC-12430","Chuck Clark","Home Office","San Francisco","West","OFF-BI-10003355","Office Supplies","Binders",11.952,3,0.2,4.1832,37.2718745,-119.2704153,6
"1697",1697,"California",2948,"CA-2017-169859",2017-12-14,"12/18/2017","Standard Class","MP-18175","Mike Pelletier","Home Office","San Diego","West","OFF-BI-10000174","Office Supplies","Binders",64.96,14,0.2,22.736,37.2718745,-119.2704153,6
"1698",1698,"California",9991,"CA-2017-121258",2017-02-26,"3/3/2017","Standard Class","DB-13060","Dave Brooks","Consumer","Costa Mesa","West","FUR-FU-10000747","Furniture","Furnishings",91.96,2,0,15.6332,37.2718745,-119.2704153,6
"1699",1699,"California",3556,"CA-2014-120838",2014-03-23,"3/26/2014","Second Class","PO-18865","Patrick O'Donnell","Consumer","Los Angeles","West","TEC-PH-10003484","Technology","Phones",604.752,6,0.2,37.797,37.2718745,-119.2704153,6
"1700",1700,"California",5259,"US-2017-115595",2017-10-09,"10/11/2017","First Class","XP-21865","Xylona Preis","Consumer","Los Angeles","West","OFF-PA-10001745","Office Supplies","Paper",35.2,5,0,16.544,37.2718745,-119.2704153,6
"1701",1701,"California",5745,"US-2017-147886",2017-03-28,"3/31/2017","First Class","DH-13075","Dave Hallsten","Corporate","Fairfield","West","OFF-ST-10002743","Office Supplies","Storage",795.48,7,0,7.9548,37.2718745,-119.2704153,6
"1702",1702,"California",8541,"CA-2017-147354",2017-03-09,"3/13/2017","Standard Class","KB-16315","Karl Braun","Consumer","Los Angeles","West","OFF-BI-10003910","Office Supplies","Binders",30.84,5,0.2,9.6375,37.2718745,-119.2704153,6
"1703",1703,"California",5141,"CA-2015-154886",2015-11-08,"11/12/2015","Standard Class","SW-20455","Shaun Weien","Consumer","San Francisco","West","TEC-AC-10001956","Technology","Accessories",119.9,2,0,43.164,37.2718745,-119.2704153,6
"1704",1704,"California",8056,"CA-2015-121188",2015-08-28,"9/4/2015","Standard Class","CB-12025","Cassandra Brandow","Consumer","Los Angeles","West","FUR-BO-10004695","Furniture","Bookcases",307.666,2,0.15,28.9568,37.2718745,-119.2704153,6
"1705",1705,"California",8908,"CA-2016-139934",2016-12-18,"12/20/2016","First Class","AY-10555","Andy Yotov","Corporate","San Francisco","West","TEC-PH-10001552","Technology","Phones",66.976,7,0.2,6.6976,37.2718745,-119.2704153,6
"1706",1706,"California",8060,"CA-2015-121188",2015-08-28,"9/4/2015","Standard Class","CB-12025","Cassandra Brandow","Consumer","Los Angeles","West","FUR-FU-10003981","Furniture","Furnishings",4.16,2,0,1.7472,37.2718745,-119.2704153,6
"1707",1707,"California",3687,"CA-2016-102792",2016-12-13,"12/19/2016","Standard Class","JC-15340","Jasper Cacioppo","Consumer","Riverside","West","OFF-AR-10004757","Office Supplies","Art",9.84,3,0,3.2472,37.2718745,-119.2704153,6
"1708",1708,"California",2959,"CA-2015-158456",2015-12-24,"12/29/2015","Standard Class","KT-16465","Kean Takahito","Consumer","Los Angeles","West","OFF-BI-10001097","Office Supplies","Binders",19.936,4,0.2,7.2268,37.2718745,-119.2704153,6
"1709",1709,"California",1503,"CA-2016-100468",2016-11-24,"12/1/2016","Standard Class","AT-10435","Alyssa Tate","Home Office","Los Angeles","West","TEC-PH-10001300","Technology","Phones",33.52,2,0.2,3.352,37.2718745,-119.2704153,6
"1710",1710,"California",1504,"CA-2016-100468",2016-11-24,"12/1/2016","Standard Class","AT-10435","Alyssa Tate","Home Office","Los Angeles","West","FUR-FU-10000010","Furniture","Furnishings",9.94,2,0,3.0814,37.2718745,-119.2704153,6
"1711",1711,"California",1505,"CA-2015-153388",2015-08-01,"8/7/2015","Standard Class","PC-19000","Pauline Chand","Home Office","Los Angeles","West","OFF-AR-10001868","Office Supplies","Art",6.72,4,0,3.36,37.2718745,-119.2704153,6
"1712",1712,"California",1506,"CA-2015-153388",2015-08-01,"8/7/2015","Standard Class","PC-19000","Pauline Chand","Home Office","Los Angeles","West","FUR-TA-10003715","Furniture","Tables",1004.976,6,0.2,-175.8708,37.2718745,-119.2704153,6
"1713",1713,"California",1871,"CA-2014-116932",2014-07-21,"7/25/2014","Standard Class","ME-18010","Michelle Ellison","Corporate","San Francisco","West","OFF-AR-10002067","Office Supplies","Art",99.2,5,0,25.792,37.2718745,-119.2704153,6
